MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,price_per_sqft,room_ratio,lot_to_sqft_ratio,avg_room_size,total_living_area
4,2,7.937253933193772,-0.1489330516428411,19,7.0,5.0,0.8414633293275834,0.8332195135966722,7,10,120.0,3,2,2,2,680.0,400.0,0.1558616532235539,0,1080.0,0.0,-0.8644977890284968,1.0,-1.1907886371539629,0.0,0.33228487922696837,2,6.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,0.0,2008.0,11.856515169360305,0.010978254786444727,3.0,0.00826172064770778,270.0,2160.0
7,3,0.0,-0.5432175666561295,2,5.0,4.0,-1.962217343471377,-1.999830370316198,4,6,0.0,3,0,2,5,0.0,896.0,-0.4550386137892546,2,896.0,448.0,-0.16557722880564885,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,7.0,0.0,3,3,1936.0,3,1.0,240.0,200.0,114.0,2006.0,11.652687407345388,0.008670154320941509,3.0,0.006502035313514489,336.0,2240.0
4,2,10.954451150103322,0.5427757216793129,4,5.0,6.0,-0.3542240164249144,-0.7120804230830752,3,4,0.0,3,1,3,1,716.0,253.0,-0.21267057307221643,3,969.0,0.0,-1.1583621154858308,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,5.0,0.0,3,0,1975.0,3,2.0,440.0,0.0,0.0,2007.0,11.711776323715394,0.012086456474422492,3.0,0.009541095295016953,242.25,1938.0
8,2,0.0,1.3086598605616304,13,6.0,5.0,-0.5191464089425003,-0.9181204146403747,3,4,252.0,3,1,3,4,416.0,409.0,-0.6907664342126753,2,1097.0,896.0,1.552602481742186,0.0,0.8061237684104074,1.0,1.8820823237465014,3,8.0,1.0,2,0,1971.0,2,2.0,495.0,0.0,66.0,2006.0,12.154779351142624,0.006098735248942611,2.0,0.004818156117367532,332.1666666666667,2818.0
8,2,9.591663046625438,0.8591729219003842,22,8.0,5.0,1.0476163199745658,1.0907695030432967,7,10,84.0,2,2,0,5,0.0,774.0,-0.8600920516999211,0,774.0,1194.0,1.4864168226301737,0.0,0.8061237684104074,1.0,1.8820823237465014,0,8.0,1.0,2,2,2009.0,0,3.0,680.0,0.0,75.0,2010.0,12.504323669331189,0.006353823002708938,2.0,0.004772821086140927,328.0,2742.0
8,0,10.0,0.9550486871281628,20,7.0,5.0,0.8414633293275834,0.8332195135966722,7,10,0.0,2,2,2,2,222.0,769.0,-0.1396281498424241,0,991.0,956.0,1.4308208689760835,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,2,0,2004.0,2,2.0,678.0,0.0,136.0,2010.0,12.448626590364206,0.006393747606761277,1.5,0.004847270310432906,389.4,2938.0
4,2,0.0,0.6953661625999765,23,6.0,6.0,0.0168513667396539,-0.24849044207915094,5,7,0.0,3,2,2,1,660.0,572.0,0.6605183955384827,3,1232.0,0.0,-0.46208898162746315,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,0.0,3,0,1984.0,3,2.0,516.0,0.0,0.0,2008.0,11.998433280751929,0.009738988052558383,1.5,0.007562094616724491,246.4,2464.0
4,2,9.746794344808963,0.8909064914344537,15,7.0,5.0,0.8826939274569799,0.8332195135966722,7,10,226.0,2,2,2,1,1201.0,340.0,1.6864324309023837,0,1541.0,0.0,0.3559657649970067,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,1.0,2,0,2005.0,2,2.0,532.0,0.0,70.0,2010.0,12.301382825334498,0.007982727336362426,1.5,0.006104941422061278,308.2,3082.0
6,2,7.416198487095663,-0.8138275623411835,16,4.0,6.0,-1.1376053808834474,-1.6907703829802485,4,6,0.0,3,1,3,5,0.0,882.0,-0.501520155844577,0,882.0,0.0,-1.388688209195633,0.0,-1.1907886371539629,0.0,-2.7673100098120975,3,4.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,0.0,2007.0,11.544424132029599,0.013088916249466665,1.0,0.009764743051270479,441.0,1764.0
8,2,7.874007874011811,0.0538284525517451,7,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,2,5,0.0,840.0,-0.6409647820105441,0,840.0,880.0,0.8298550842390136,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,2,0,2004.0,0,2.0,440.0,100.0,48.0,2007.0,12.119969946476761,0.007046494154928349,1.5,0.005242581943029273,344.0,2560.0
10,2,0.0,0.45639319401311956,10,7.0,5.0,0.26423495551603277,0.11207954314612344,3,4,0.0,3,2,2,2,611.0,577.0,0.514433549078898,0,1217.0,0.0,-0.5018003770946704,1.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,1990.0,3,2.0,497.0,168.0,27.0,2009.0,12.061046873479915,0.009910474012719734,1.5,0.00756370277498144,243.4,2405.0
4,2,8.246211251235321,0.2459642023527609,4,7.0,5.0,0.635310338680601,0.5241595262607227,7,10,0.0,2,2,2,2,560.0,871.0,1.3212203147534223,0,1431.0,0.0,0.06474886490415335,1.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,1999.0,0,2.0,666.0,0.0,35.0,2009.0,12.165250651009918,0.008501223375967797,1.5,0.006363988094688964,286.2,2862.0
1,3,4.898979485566356,-2.4853002570892793,6,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,50.0,2,2,2,5,0.0,970.0,-0.20935046292540768,0,970.0,739.0,0.8007333942297281,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,3,2004.0,3,2.0,380.0,0.0,40.0,2006.0,11.77528972943772,0.00689016368018591,1.5,0.004583269465491436,341.8,2679.0
4,2,7.745966692414834,-0.24240833306718965,4,5.0,7.0,-0.4779158108131038,-0.8666104167510499,3,4,0.0,3,1,3,0,390.0,474.0,-0.5612821384871343,3,864.0,0.0,-1.4363418837562816,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1989.0,3,1.0,352.0,0.0,0.0,2008.0,11.751942365440728,0.013601785145186028,3.0,0.010276683636622997,216.0,1728.0
1,2,4.898979485566356,-2.701554847456361,12,6.0,6.0,-0.3129934182955179,-0.6605704251937502,5,1,0.0,3,1,2,0,566.0,289.0,-0.591163129808413,3,855.0,601.0,0.13093452401616548,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,1976.0,3,2.0,440.0,87.0,0.0,2009.0,11.908340237224891,0.00817880510798413,1.5,0.005310391979360224,291.2,2311.0
4,3,8.94427190999916,0.13095557804948224,6,4.0,5.0,0.8002327311981869,0.7817095157073473,7,10,0.0,3,2,2,5,0.0,1121.0,0.2919861692427123,0,1121.0,0.0,-0.755953308084797,0.0,0.8061237684104074,0.0,-1.2175125652925647,3,5.0,0.0,3,0,2003.0,2,2.0,440.0,132.0,64.0,2010.0,11.84939770159144,0.010570381535763998,1.0,0.008076020175025844,280.25,2242.0
0,3,0.0,-1.2737567554520959,4,6.0,5.0,0.8414633293275834,0.7817095157073473,7,10,205.0,2,2,2,2,662.0,186.0,-0.6144039008360742,0,848.0,0.0,-1.4787007055879693,1.0,-1.1907886371539629,0.0,-2.7673100098120975,2,3.0,1.0,2,0,2004.0,2,2.0,420.0,149.0,0.0,2008.0,11.911701584927597,0.01404681790675424,1.0,0.009903253659778937,424.0,1696.0
7,3,7.0710678118654755,-1.782770501076841,16,5.0,7.0,-1.5086807640480158,-1.999830370316198,0,0,0.0,3,1,3,3,312.0,408.0,-1.0393779996275931,3,720.0,564.0,-0.3244228106744779,0.0,-1.1907886371539629,1.0,-1.2175125652925647,3,5.0,0.0,3,3,1948.0,3,1.0,240.0,0.0,35.0,2009.0,11.608235644774552,0.00904068196633532,2.0,0.006355543806446655,428.0,2004.0
4,2,6.324555320336759,1.1384316109892294,18,5.0,5.0,-0.8902217921070685,-1.381710395644299,3,4,0.0,3,1,3,5,0.0,1140.0,0.3550682620320784,3,1696.0,0.0,0.7663168514914819,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,8.0,1.0,5,0,1962.0,2,1.0,349.0,0.0,30.0,2007.0,11.876873892875459,0.007002873757591662,3.0,0.005615081582729412,424.0,2836.0
4,2,8.660254037844387,0.0553881104039088,11,6.0,7.0,-0.8077605958482756,-1.2786903998656491,3,4,260.0,3,1,2,4,787.0,305.0,0.1957029749852588,0,1092.0,0.0,-0.832728672654731,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1964.0,2,2.0,504.0,0.0,0.0,2008.0,11.884489021402711,0.010883231704581237,3.0,0.008258212893158173,273.0,2184.0
4,2,9.1104335791443,0.5559833083051493,6,6.0,5.0,1.0476163199745658,1.039259505153972,7,10,0.0,3,2,2,2,36.0,1176.0,0.5941161926023077,0,1212.0,0.0,-0.5150375089170729,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2009.0,2,2.0,460.0,100.0,22.0,2010.0,12.133501952695338,0.010011140224996154,1.5,0.007633236233751946,242.4,2424.0
8,0,8.48528137423857,0.15440658167046284,20,7.0,5.0,1.0476163199745658,1.039259505153972,7,10,0.0,3,2,2,2,822.0,78.0,-0.4417581732020196,0,932.0,920.0,1.1793153643504375,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,0,2009.0,2,2.0,644.0,168.0,108.0,2009.0,12.439871229831715,0.006716993104660753,1.5,0.0048942537050745685,370.4,2752.0
4,2,8.06225774829855,0.10673786182132936,4,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,266.0,2,2,2,2,946.0,490.0,1.337820865487466,0,1436.0,0.0,0.07798599672655578,1.0,0.8061237684104074,0.0,0.33228487922696837,2,8.0,0.0,3,0,2004.0,3,2.0,484.0,139.0,98.0,2008.0,12.254862809699606,0.008534027026253208,1.5,0.006296602869325362,287.2,2872.0
0,2,6.557438524302,-2.106097014121786,0,7.0,5.0,0.8826939274569799,0.8847295114859971,7,10,16.0,2,2,2,2,16.0,1232.0,0.7136401578874225,0,1248.0,0.0,-0.4197301597957754,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,0.0,3,0,2005.0,0,2.0,438.0,108.0,0.0,2006.0,12.0271851854705,0.009637167616562902,1.0,0.006418025126396572,312.0,2496.0
4,2,8.54400374531753,0.23953544873418944,4,7.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,5,0.0,1498.0,1.543667694589608,0,1498.0,0.0,0.24212643132434586,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,0.0,3,0,2006.0,2,2.0,675.0,351.0,33.0,2006.0,12.230277334226992,0.008164404094944587,1.0,0.006077348549710058,374.5,2996.0
8,2,0.0,0.007566243637596634,7,6.0,5.0,0.7590021330687905,0.6786895199286975,7,10,0.0,2,2,2,5,0.0,1010.0,-0.07654605705305802,0,1010.0,1257.0,2.277997305609839,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,5,2,2002.0,2,2.0,390.0,120.0,46.0,2009.0,12.206072645530174,0.005384240249461921,2.0,0.003968090383358669,377.8333333333333,3277.0
1,3,4.58257569495584,-3.3562166436270573,1,5.0,5.0,-0.5191464089425003,-0.9181204146403747,3,4,142.0,3,1,3,5,0.0,630.0,-1.33818791284038,3,630.0,672.0,-0.2767691361138292,0.0,0.8061237684104074,1.0,0.33228487922696837,3,6.0,0.0,3,3,1991.0,3,1.0,280.0,0.0,0.0,2009.0,11.626254150277232,0.008929534677632283,1.5,0.005703954740704535,260.4,1932.0
8,2,9.055385138137417,0.45703964814374076,14,7.0,5.0,0.47038794616301516,0.3181195347034231,7,10,290.0,2,2,2,2,565.0,638.0,0.5642352012810291,0,1214.0,1306.0,2.9477961758234015,0.0,0.8061237684104074,1.0,1.8820823237465014,2,9.0,1.0,5,0,1995.0,2,3.0,721.0,224.0,114.0,2007.0,12.577636201962656,0.004991125476969308,2.0,0.00365290786910819,420.0,3723.0
1,3,4.58257569495584,-3.127672064261871,1,6.0,6.0,-0.5603770070718967,-0.9696304125296997,3,4,127.0,3,1,3,4,321.0,162.0,-1.826244104421265,3,483.0,504.0,-1.110708440925182,0.0,-1.1907886371539629,1.0,-1.2175125652925647,3,5.0,0.0,3,3,1987.0,3,1.0,280.0,0.0,0.0,2008.0,11.571194373094205,0.011723601188545294,2.0,0.007632379744129243,329.0,1470.0
4,2,8.366600265340756,0.12467517974716015,18,5.0,5.0,-0.6840688014600862,-1.1241604061976744,3,4,0.0,3,1,3,0,842.0,70.0,-0.4019168514403147,3,912.0,0.0,-1.3092654182612182,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,1.0,1,3,1974.0,3,1.0,336.0,0.0,0.0,2010.0,11.736069016284437,0.012868496728382058,3.0,0.009923562482267495,228.0,1824.0
0,2,6.557438524302,-1.9869691666449858,0,7.0,5.0,0.8826939274569799,0.8847295114859971,7,10,16.0,2,2,2,2,16.0,1357.0,1.1286539262385151,0,1555.0,0.0,0.39302973409973346,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,7.0,1.0,5,0,2005.0,0,2.0,430.0,143.0,20.0,2009.0,12.167851432709975,0.00782498484418648,1.0,0.005186665729194684,388.75,2928.0
1,3,4.58257569495584,-3.3562166436270573,1,6.0,5.0,-0.4779158108131038,-0.8666104167510499,3,4,297.0,3,1,3,5,0.0,483.0,-1.826244104421265,3,483.0,504.0,-1.110708440925182,0.0,-1.1907886371539629,1.0,-1.2175125652925647,3,5.0,1.0,4,0,1972.0,3,1.0,288.0,0.0,0.0,2006.0,11.456355113481834,0.011607249355098109,2.0,0.007524365828163429,329.0,1470.0
8,2,0.0,-0.05088246359908408,7,6.0,5.0,0.7590021330687905,0.6786895199286975,7,10,0.0,2,2,2,2,625.0,235.0,-0.5745625790743693,0,860.0,1100.0,1.4652374117143299,1.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,2.0,5,2,2002.0,0,2.0,440.0,288.0,48.0,2010.0,12.285345826424681,0.0062680335849105515,2.0,0.00457571234244809,326.6666666666667,2820.0
4,2,8.06225774829855,0.1871550161230756,4,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,98.0,2,2,2,2,24.0,1390.0,1.2647784422576736,0,1414.0,0.0,0.019742616707985113,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2004.0,2,2.0,494.0,132.0,105.0,2010.0,12.130810161029627,0.008579073664094503,1.5,0.006421099082127569,282.8,2828.0
7,2,7.211102550927978,0.17932127576902798,6,6.0,4.0,-1.5911419603068087,-1.999830370316198,7,10,0.0,3,1,3,3,94.0,641.0,-0.989576347425462,3,798.0,689.0,0.2130047413150605,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,7.0,1.0,2,3,1949.0,3,1.0,220.0,0.0,140.0,2010.0,11.635143097694478,0.00782457504888667,3.0,0.006103416192723933,371.75,2222.0
1,2,8.660254037844387,0.6252143619911968,19,6.0,6.0,-0.148071025777932,-0.45453043363645057,5,7,0.0,3,1,2,5,0.0,626.0,-1.3514683534276148,3,626.0,591.0,-0.5018003770946704,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,1.0,5,0,1980.0,2,1.0,288.0,0.0,28.0,2009.0,11.695247021764184,0.009609898949682977,3.0,0.0076284114133519845,304.25,1843.0
8,2,0.0,0.2131431222634811,19,7.0,5.0,0.42915734803361866,0.6786895199286975,7,10,0.0,2,2,2,2,695.0,253.0,-0.28239288615520003,0,1222.0,888.0,1.8623513663864026,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,2.0,1,0,1994.0,2,2.0,463.0,0.0,130.0,2010.0,12.230765258120545,0.005796571212379405,1.5,0.004308794708998207,422.0,3058.0
4,2,8.660254037844387,0.7316855715158277,11,6.0,5.0,-1.2200665771422403,-1.7937903787588982,8,2,0.0,3,1,3,5,0.0,1367.0,1.1087332653576627,0,1375.0,0.0,-0.0835070115067538,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,1.0,5,0,1954.0,3,2.0,451.0,0.0,30.0,2006.0,11.84939770159144,0.008617743782975593,2.0,0.006787958232080121,458.3333333333333,2742.0
8,2,8.48528137423857,0.733011973411035,4,7.0,5.0,0.8002327311981869,0.7301995178180224,7,10,101.0,2,2,2,5,0.0,840.0,-0.6409647820105441,0,840.0,828.0,0.6921889132860283,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,0.0,3,0,2003.0,2,2.0,500.0,144.0,68.0,2007.0,12.100712129872347,0.00725462357906016,1.5,0.0055959600113704685,333.6,2508.0
8,2,8.06225774829855,0.08532058468701632,19,6.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,2,5,0.0,798.0,-0.7804094081765113,0,798.0,842.0,0.6180609750805747,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,2004.0,2,2.0,520.0,138.0,45.0,2008.0,12.061046873479915,0.007354296874073119,1.5,0.005507275092684234,328.0,2438.0
4,2,8.366600265340756,0.0940152747866811,11,5.0,6.0,-1.0963747827540509,-1.6392603850909235,4,6,0.0,3,1,3,4,922.0,392.0,0.9327674275767994,3,1314.0,0.0,-0.24500001974006339,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,0,1957.0,2,1.0,294.0,250.0,0.0,2010.0,11.884489021402711,0.009044512192848334,3.0,0.006876702423768193,328.5,2628.0
8,2,8.12403840463596,0.17858539283146177,7,7.0,5.0,0.635310338680601,0.5241595262607227,7,10,302.0,2,2,2,5,0.0,975.0,-0.19274991219136398,0,1005.0,1286.0,2.3415355383573706,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,5,2,1999.0,0,2.0,429.0,192.0,0.0,2006.0,12.345834587905333,0.005388840937540521,2.0,0.0039613429111791275,381.8333333333333,3266.0
8,0,8.0,0.19154894765660016,20,6.0,5.0,0.8002327311981869,0.7301995178180224,7,10,0.0,2,2,2,4,503.0,361.0,-0.5612821384871343,0,864.0,864.0,0.8510344951548574,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2003.0,2,2.0,673.0,216.0,56.0,2008.0,12.24288661865289,0.00708500383023894,1.5,0.005255488281163877,345.6,2592.0
4,2,8.246211251235321,0.19715034150909985,4,7.0,5.0,0.9239245255863764,0.8847295114859971,7,10,180.0,2,2,2,2,1334.0,270.0,1.8955993701513345,0,1604.0,0.0,0.5227536259592772,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,2,0,2006.0,2,2.0,660.0,123.0,110.0,2009.0,12.301382825334498,0.0076691912876150235,1.5,0.005663401898629634,320.8,3208.0
8,2,8.306623862918075,0.3775917841861973,4,8.0,5.0,0.9651551237157728,0.9362395093753221,2,3,270.0,2,2,0,5,0.0,1482.0,1.490545932240668,0,1482.0,1092.0,3.0907571995053478,0.0,0.8061237684104074,1.0,0.33228487922696837,0,10.0,1.0,2,2,2007.0,0,3.0,868.0,0.0,148.0,2007.0,12.528156144699286,0.004867193529409202,1.5,0.0035618755227483584,514.8,4056.0
10,2,9.38083151964686,0.11205891438338436,18,6.0,7.0,-0.2717628201661214,0.3181195347034231,3,7,46.0,3,1,2,0,506.0,0.0,-1.7498815710446638,3,1212.0,0.0,-0.5150375089170729,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,1.0,5,0,1978.0,3,2.0,492.0,292.0,12.0,2006.0,11.925035115797062,0.009839137884321008,3.0,0.00746237940959699,303.0,1718.0
5,3,5.477225575051661,-0.9209174559120513,16,5.0,5.0,-2.415753922894738,0.7817095157073473,8,11,0.0,3,0,1,5,0.0,680.0,-1.1721824054999428,2,764.0,0.0,-1.70108452020433,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,3,1965.0,3,2.0,504.0,0.0,0.0,2008.0,11.198214720130528,0.014657349110118493,2.0,0.011207524729236956,254.66666666666666,1444.0
8,2,8.366600265340756,0.7120730342067831,7,6.0,5.0,0.552849142421808,0.4211395304820729,7,10,0.0,3,2,2,2,714.0,88.0,-0.7671289675892763,2,802.0,709.0,0.27654297406259215,1.0,0.8061237684104074,1.0,0.33228487922696837,3,8.0,1.0,5,0,1997.0,0,2.0,413.0,95.0,75.0,2006.0,12.128111104060462,0.008026546064897725,1.5,0.006170942330941118,302.2,2313.0
4,2,0.0,-0.032936205173079935,6,6.0,7.0,-0.3129934182955179,-0.6605704251937502,3,4,174.0,3,1,3,1,751.0,392.0,0.36502859247250463,3,1113.0,0.0,-0.7771327190006408,1.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,1.0,1,0,1987.0,2,1.0,504.0,370.0,30.0,2007.0,11.904967552746252,0.010696287109385671,3.0,0.00806537971713516,278.25,2256.0
8,2,9.591663046625438,0.8160565478338809,14,8.0,7.0,0.635310338680601,0.9362395093753221,7,10,348.0,2,2,2,2,524.0,628.0,0.39490958379378327,0,1164.0,1106.0,2.2859395847032804,0.0,0.8061237684104074,1.0,1.8820823237465014,2,9.0,1.0,2,0,1999.0,0,3.0,671.0,132.0,57.0,2010.0,12.577636201962656,0.00554080889954302,2.0,0.004128986475627263,378.3333333333333,3422.0
4,2,8.717797887081348,0.07195423677973546,10,5.0,7.0,-0.06560982951913906,-0.3515104378578008,3,5,0.0,3,1,3,0,546.0,270.0,-0.7206474255339539,3,816.0,0.0,-1.563418349251345,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,0,1982.0,3,1.0,264.0,168.0,0.0,2007.0,11.732060994886899,0.014377525729028062,2.0,0.011060902107613459,272.0,1632.0
4,2,11.357816691600547,0.2881037223057891,10,7.0,5.0,0.8002327311981869,0.7301995178180224,7,10,0.0,2,2,0,5,0.0,1560.0,1.74951452369175,0,1560.0,0.0,0.4062668659221359,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2003.0,0,2.0,573.0,100.0,150.0,2010.0,12.211060187041213,0.007827602684000777,1.5,0.005850335824284021,312.0,3120.0
8,2,9.1104335791443,0.46885688972165995,3,7.0,5.0,-0.2717628201661214,-0.6090604273044253,5,7,299.0,3,1,2,1,392.0,768.0,0.42147046496825324,0,1156.0,866.0,1.62937784631212,0.0,0.8061237684104074,1.0,1.8820823237465014,3,8.0,1.0,5,0,1977.0,0,2.0,505.0,288.0,117.0,2008.0,12.165250651009918,0.006016444436701246,2.0,0.004555311694865397,337.0,3182.0
4,0,7.745966692414834,-0.2364451870156705,20,6.0,5.0,0.9239245255863764,0.8847295114859971,7,10,68.0,2,2,2,2,905.0,357.0,0.7601216999427449,2,1262.0,0.0,-0.3826661906930486,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,0.0,3,0,2006.0,0,2.0,572.0,0.0,120.0,2006.0,12.128111104060462,0.009610230668827624,1.0,0.007037905154519926,315.5,2524.0
0,2,5.830951894845301,-0.9913062339184813,15,7.0,5.0,0.9651551237157728,0.9877495072646469,7,10,166.0,2,2,2,2,904.0,410.0,0.9327674275767994,0,1314.0,0.0,-0.24500001974006339,1.0,0.8061237684104074,0.0,-1.2175125652925647,2,6.0,1.0,2,0,2008.0,2,2.0,626.0,172.0,62.0,2009.0,12.24288661865289,0.009317265310999155,1.0,0.006491411318089732,328.5,2628.0
4,2,8.602325267042627,0.38295116103564936,20,8.0,5.0,1.0063857218451693,1.039259505153972,7,10,72.0,2,2,2,5,0.0,1468.0,1.4440643901853456,0,1468.0,0.0,0.1627036403899313,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,1.0,2,0,2008.0,0,3.0,898.0,210.0,150.0,2009.0,12.407379502235209,0.008451893393893194,1.5,0.006247116891591526,293.6,2936.0
1,0,5.916079783099616,-1.3660442659258443,20,7.0,5.0,0.9239245255863764,0.9362395093753221,4,6,0.0,2,2,2,5,0.0,625.0,-1.3547884635744236,0,625.0,625.0,-0.4144353070668144,0.0,0.8061237684104074,1.0,-1.2175125652925647,2,5.0,0.0,3,3,2006.0,2,2.0,528.0,0.0,54.0,2007.0,12.011880916165731,0.009609504732932586,1.0,0.006683927622687032,312.5,1875.0
4,2,0.0,0.02265847277565882,11,4.0,4.0,-0.5191464089425003,-0.9181204146403747,3,4,0.0,3,1,3,1,614.0,244.0,-0.5812027993679868,3,858.0,0.0,-1.4522264419431645,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,0.0,2006.0,11.385092093460344,0.013269338104266134,3.0,0.010492658516547713,214.5,1716.0
4,2,0.0,0.4286279620414484,18,5.0,5.0,-0.6840688014600862,-1.1241604061976744,4,6,31.0,3,1,3,1,450.0,432.0,-0.501520155844577,3,900.0,0.0,-1.3410345346349841,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1970.0,3,1.0,280.0,0.0,0.0,2010.0,11.711776323715394,0.013013084804128217,3.0,0.010213416181299211,225.0,1782.0
8,2,10.954451150103322,1.4225914302123375,4,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,5,0.0,1079.0,0.15254154307674517,0,1079.0,840.0,1.35669293077063,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,2,0,2006.0,2,2.0,685.0,0.0,51.0,2006.0,12.359780370124389,0.0064407401616072895,1.5,0.005031647250107694,383.8,2998.0
4,2,8.94427190999916,0.38027314741662605,11,6.0,5.0,-1.2612971752716369,-1.8453003766482232,3,4,238.0,3,1,3,2,1285.0,131.0,1.271418662551291,3,1644.0,0.0,0.6286506805384966,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,7.0,2.0,2,0,1953.0,0,2.0,418.0,110.0,0.0,2009.0,12.025749091398891,0.0073149325373472575,3.0,0.00557756592302672,411.0,3060.0
10,2,6.082762530298219,-0.02752747359634183,10,6.0,6.0,0.0168513667396539,-0.24849044207915094,3,4,0.0,3,1,3,2,819.0,184.0,-0.09978682808071922,3,1003.0,0.0,-1.0683496190934942,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,3,1984.0,3,2.0,588.0,120.0,0.0,2006.0,11.867097278690842,0.01183160247127701,3.0,0.008952433349043745,250.75,2006.0
7,3,8.660254037844387,1.1442248976511786,8,5.0,5.0,-1.3849889696598263,-1.999830370316198,8,11,0.0,3,1,3,1,420.0,490.0,-0.4085570717339322,3,910.0,648.0,0.40097201319317494,0.0,-1.1907886371539629,1.0,1.8820823237465014,3,6.0,0.0,3,0,1950.0,3,1.0,282.0,289.0,0.0,2007.0,11.931635799828413,0.007658302824023372,4.0,0.006114172511268523,311.6,2468.0
3,2,9.486832980505138,1.4415948515907362,5,5.0,5.0,-1.2612971752716369,-1.8453003766482232,4,6,56.0,3,1,3,1,841.0,324.0,0.43807101570229695,3,1336.0,0.0,-0.1867566397214927,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,2.0,2,0,1953.0,3,1.0,375.0,0.0,0.0,2006.0,11.964001084330445,0.008955090631983865,2.0,0.007233978775639057,445.3333333333333,2501.0
